matchid,teamid,win,kda,totdmgdealt,totdmgtochamp,totdmgtaken,goldearned,goldspent,totminionskilled,neutralminionskilled,champlvl,firstblood,firsttower,firstinhib,firstbaron,firstdragon,firstharry,towerkills,inhibkills,baronkills,dragonkills,harrykills,duration
137112,100,1.0,2.923809523809523,103263.6,12987.4,17198.2,11585.2,10446.0,108.0,20.2,14.4,1,1,1,1,1,0,11,3,1,3,0,1660
137112,200,0.0,2.95,90639.0,11959.6,18117.2,8923.4,8772.0,113.2,19.2,13.6,0,0,0,0,0,0,0,0,0,0,0,1660
137113,100,1.0,1.8928571428571428,162140.6,25057.8,26086.2,14283.4,12231.6,151.0,31.6,16.2,0,0,1,1,0,0,10,2,1,1,0,2139
137113,200,0.0,1.996428571428572,115772.6,18867.4,30987.2,11738.4,11246.0,132.8,15.2,15.0,1,1,0,0,1,0,4,0,0,2,0,2139
137114,100,1.0,6.817777777777778,177990.4,22875.0,26860.0,14070.8,12572.6,140.6,17.2,16.4,1,0,0,0,0,0,7,1,1,1,0,2052
137114,200,0.0,2.822272727272728,140916.6,23154.8,28943.8,13540.2,12816.0,135.2,26.8,15.2,0,1,1,1,1,0,8,1,1,3,0,2052
137115,100,1.0,2.017142857142857,171402.0,34397.2,41805.2,18293.0,17120.0,154.4,24.4,18.0,0,0,1,1,0,0,11,3,2,2,0,2659
137115,200,0.0,4.543920595533498,173516.2,34152.0,42573.4,17039.4,18707.0,167.0,16.8,17.6,1,1,0,0,1,0,7,0,1,2,0,2659
137116,100,0.0,3.006666666666667,113223.6,16625.2,29685.6,11865.2,11267.0,143.8,13.8,14.4,1,0,0,0,1,0,4,0,0,1,0,2052
137116,200,1.0,2.3055555555555562,126373.6,25118.8,24136.0,14332.2,12245.0,120.0,28.0,16.6,0,1,1,1,0,0,10,3,1,2,0,2052
137117,100,1.0,1.7966666666666669,94797.0,15809.4,14722.2,11022.6,8986.0,98.8,15.2,13.6,1,1,1,1,1,0,11,3,1,2,0,1653
137117,200,0.0,1.15,90981.8,10124.4,20702.8,8610.2,7979.0,120.8,18.4,12.2,0,0,0,0,0,0,3,0,0,0,0,1653
137118,100,1.0,2.7576923076923077,105635.8,13686.0,18899.0,11710.6,10701.6,103.2,26.2,14.2,1,1,1,1,1,0,11,3,1,2,0,1563
137118,200,0.0,2.1523809523809523,78609.8,12113.8,16738.2,8439.2,7992.0,102.0,17.8,12.8,0,0,0,0,0,0,0,0,0,0,0,1563
137119,100,0.0,1.5542857142857145,108837.0,14876.4,25073.2,9731.6,8647.0,132.2,24.2,13.8,0,0,0,0,0,0,1,0,0,1,0,1966
137119,200,1.0,3.1961038961038963,131162.0,18084.4,21211.8,13567.8,11425.0,151.8,20.8,15.8,1,1,1,1,1,0,11,3,1,3,0,1966
137120,100,1.0,2.9263157894736844,147978.0,21796.0,32072.6,14733.6,12700.0,136.4,20.2,16.8,0,0,0,0,1,0,9,2,0,3,0,2320
